word;level;kana reading;TranslationEng;TranslationRus;SpecialReading;KanaOnly;check this;;
現象;3;げんしょう;;явление, феномен;0;0;;;
球;3;きゅう;;сфера, сч. суф. для мячей (бейсбол), ламп;0;0;;;
理想;3;りそう;;идеал;0;0;;;
理科;4;りか;;естественные науки;0;0;;;
理解;3;りかい;;понимание;0;0;;;
琴;4;こと;;музыкальный инструмент Кото;0;0;;;
環境;3;かんきょう;;окружающая среда, окружение;0;0;;;
瓦;4;かわら;;черепица;0;0;;;
瓶;3;びん;;бутылка, флакон, фляга, графин;0;0;;;
瓶詰;4;びんづめ;;хранить в бутылке, бутилирование;0;0;;;
甘い;1;あまい;;сладкий;0;0;;;
甘い・美味い・旨い・上手い・巧い;2;うまい;;вкусный, умелый, ловкий;0;0;;;
甘やかす;4;あまやかす;;баловать, портить;0;0;;;
甚だしい;4;はなはだしい;;чрезмерный, ужасный, огромный, сильный;0;0;;;
生;3;せい, なま;;жизнь, существование, сырой, натуральный, необработанный, наличные деньги, (бочковое) пиво;0;0;;;
生える;4;はえる;;вырастать, расти, взойти;0;0;;;
生き物;3;いきもの;;живое существо, животное;0;0;;;
生き生き;4;いきいき;;живой, оживленный;0;0;;;
生け花;4;いけばな;;икебана, искусство икебаны;0;0;;;
生じる;3;しょうじる;;возникать, происходить, порождать, вызывать;0;0;;;
生ずる;4;しょうずる;;производить, приносить результат, производить эффект;0;0;;;
生まれ;3;うまれ;;рождение, место рождение;0;0;;;
生る;4;なる;;приносить плоды, плодоносить;0;0;;;
生命;3;せいめい;;жизнь;0;0;;;
生地;3;せいち, きじ;;место рождения, материал, ткань, природные качества;0;0;;;
生存;4;せいぞん;;существование, жить, выжить, остаться в живых;0;0;;;
生年月日;4;せいねんがっぴ;;дата рождения;0;0;;;
生徒;1;せいと;;ученик;0;0;;;
生意気;4;なまいき;;наглый, дерзкий, нахальный, самодовольный, хвастливый;0;0;;;
生活（する）;2;せいかつ（する）;;жизнь, существование, условия жизни, быт;0;0;;;
生産;3;せいさん;;производство;0;0;;;
生長;4;せいちょう;;развитие, рост;0;0;;;
用いる;3;もちいる;;пользоваться, употреблять, принимать, нанимать;0;0;;;
用心;3;ようじん;;осторожность, бдительность;0;0;;;
用意（する） ;2;ようい（する）;;готовность, подготовка, приготовление;0;0;;;
用語;4;ようご;;термин, терминология, словарь, выражение, язык;0;0;;;
用途;4;ようと;;использование, применение, цель использования, употребление;0;0;;;
田植え;4;たうえ;;посадка риса;0;0;;;
田舎;2;いなか;;деревня, сельская местность;0;0;;;
申し上げる;2;もうしあげる;;говорить (скромно о себе);0;0;;;
申し訳;3;もうしわけ;;извинение, оправдание;0;0;;;
申し訳ない;4;もうしわけない;;Извините! непростительный, большое спасибо (за помощь);0;0;;;
申し込む;3;もうしこむ;;подавать заявку, заявлять, заказывать;0;0;;;
申す;2;もうす;;говорить, называться;0;0;;;
申請;4;しんせい;;заявление, прошение, ходатайство;0;0;;;
男子;3;だんし;;юноша, молодой человек;0;0;;;
畏まりました;2;かしこまりました;;слушаюсь!;0;0;;;
留まる;4;とどまる;;оставаться, останавливаться;0;0;;;
留める;3;とめる;;выключить, задерживать, прекращать, останавливать;0;0;;;
留学;3;りゅうがく;;обучение за границей;0;0;;;
留学生;1;りゅうがくせい;;иностранный студент;0;0;;;
留守;2;るす;;отсутствие, пребывание вне дома;0;0;;;
留守番;4;るすばん;;присмотр за домом;0;0;;;
略す;4;りゃくす;;сокращать, опускать;0;0;;;
番;3;ばん;;номер, очередь, очередность, охрана, охранник;0;0;;;
〜番;1;ばん;;порядковый номер, очередь;0;0;;;
番地;4;ばんち;;номер дома, адрес;0;0;;;
番組;2;ばんぐみ;;телепередача;0;0;;;
異なる;3;ことなる;;отличаться, быть другим;0;0;;;
異常;3;いじょう;;странность, необычный, экстраординарный;0;0;;;
畳;2;たたみ;;циновка татами;0;0;;;
畳む;4;たたむ;;сложить, закрыть складывая;0;0;;;
疑う;3;うたがう;;сомневаться, не доверять, подозревать;0;0;;;
疑問;3;ぎもん;;вопрос, сомнение;0;0;;;
症状;3;しょうじょう;;состояние больного, симптомы;0;0;;;
痒い;4;かゆい;;зудящий, чешущийся;0;0;;;
痛み;3;いたみ;;боль, повреждение;0;0;;;
痩せる;2;やせる;;худеть, истощаться;0;0;;;
痺れる;4;しびれる;;онеметь, затечь, оцепенеть, быть парализованным;0;0;;;
癖;3;くせ;;дурная привычка, манера, склонность;0;0;;;
発つ;4;たつ;;отправляться;0;0;;;
発射;4;はっしゃ;;выстрел, стрельба, запуск(ракеты);0;0;;;
発展;3;はってん;;развитие, развёртывание, успех, процветание;0;0;;;
発想;4;はっそう;;оформления замысла, идея, выразительность, экспрессия;0;0;;;
発揮;4;はっき;;проявление, выказывание, демонстрация чего-л.;0;0;;;
発明;3;はつめい;;изобретение, одарённость;0;0;;;
発条;4;ばね;;пружина, рессора, упругость;0;0;;;
発表;3;はっぴょう;;публикация, сообщение, оглашение;0;0;;;
発見;3;はっけん;;открытие, обнаружение;0;0;;;
発車;3;はっしゃ;;отправление (поезда, автобуса);0;0;;;
発達;3;はったつ;;развитие, рост, прогресс;0;0;;;
発電;4;はつでん;;выработка электроэнергии;0;0;;;
登る;1;のぼる;;подниматься, взбираться;0;0;;;
登場;4;とうじょう;;выход на сцену;0;0;;;
登山;3;とざん;;восхождение на гору, альпинизм;0;0;;;
白・白い;1;しろ・しろい;;белый цвет, белый;0;0;;;
白髪;4;しらが・はくはつ;;седые волосы, седина;0;0;;;
百;1;ひゃく;;сотня;0;0;;;
百科事典;4;ひゃっかじてん;;энциклопедия;0;0;;;
的確・適確;4;てきかく・てっかく;;точный, аккуратный, меткий;0;0;;;
皆;1;みな, みんな;;все, всё, все присутствующие (разг.);0;0;;;
皆さん;1;みなさん;;все (собравшиеся), Господа!;0;0;;;
皮;3;かわ;;кожа, шкура, кожура, скорлупа;0;0;;;
皮肉;4;ひにく;;цинизм, сарказм, ирония, насмешка;0;0;;;
皮膚;4;ひふ;;кожа;0;0;;;
盆;4;ぼん;;поднос;0;0;;;
盆地;4;ぼんち;;котловина, низина, впадина;0;0;;;
盗む;2;ぬすむ;;воровать;0;0;;;
盗難;4;とうなん;;кража, воровство;0;0;;;
盛り;3;さかり;;расцвет, разгар;0;0;;;
盛る;4;もる;;подавать (еду), накладывать, давать лекарство, приготовить;0;0;;;
盛ん;2;さかん;;широко распространенный, модный, развитой;0;0;;;
監督;3;かんとく;;надзор, инспекция, контролер, режиссер;0;0;;;
目下;4;めした;;подчиненный, нижестоящий по положению;0;0;;;
目印;4;めじるし;;отличительный знак, ориентир, примета, цель;0;0;;;
目安;4;めやす;;критерий, норма, цель, прицел;0;0;;;
目指す;4;めざす;;наметить, поставить целью, добиваться;0;0;;;
目標;3;もくひょう;;знак, отметка, цель, объект;0;0;;;
目眩;4;めまい;;головокружение;0;0;;;
目立つ;4;めだつ;;выделяться, привлекать внимание, бросаться в глаза;0;0;;;
目覚し;4;めざまし;;будильник;0;0;;;
直;3;じき;;прямо, непосредственно, рядом;0;0;;;
直ぐに;1;すぐに;;сразу, немедленно, скоро;0;0;;;
直ちに;3;ただちに;;сразу же, немедленно, прямо, непосредственно;0;0;;;
直に;3;じかに;;прямо, непосредственно, лично;0;0;;;
